번호,운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,문의처,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
"2,022",인제대학교,장애학생지원장학금,대학교,장학금,기타, - 학생취업처장 장애학생지원센터,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음","1. 인제드림(장애) - 직전 정규학기 12학점 이상 취득 재학생(단, 4학년 1학기9학점, 2학기 3학점 이상) - 직전학기 평점평균이 1.88이상 취득자2. 희망장학  - 성적제한 없음", - 인제드림(장애) : 소득분위 0-8분위에 해당하는 학생," - 500,000원~1,000,000원 (7월에 일괄지급)", - 본인 장애등급 1-3급 (4-6급 해당없음) - 본인 희귀난치성질환 - 성적제한 없음 - 소득분위 제한 없음 (국가장학 미신청자도 가능),, - 2020-03-18 ~ 2020-03-31,,, - 둥록금 범위를 초과하여 장학금 지급 불가 - 학기 초 학과를 경유하여 장애학생 현황으로 등록한 학생은 서류 제출할 필요없음.,, - 희망장학  - 장애인증명서(20-1학기 기제출자 제외) - 입금통장사본
"2,023",순천대학교,공통장학생(가족),대학교,장학금,기타, - 학생지원과 061-750-3061,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생,박사과정,석사2학기이상,석사신입생(1학기)","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 학부생 : 직전학기 12학점이상 및 성적 평점평균 2.5이상 - 대학원생 : 직전학기 6학점이상 및 성적 평점평균 3.0이상 * 신·편입생은 성적과 관계없이 신청 가능,, - 가족 2인 이상 재학생: 1인의 수업료Ⅱ 반액 상당 금액 - 가족 3인 이상 재학생: 1인의 수업료Ⅰ 및 수업료Ⅱ 상당 금액 , - 순천대학교에 재학하고 있는 가족이 2인 이상인 자 ,, - 2020-04-29 ~ 2020-05-08,,,,, - 가족관계증명서 또는 등본 (발급일로부터 최근 3개월 이내) * 교내장학금이므로 장학게시판 확인 필수
"2,024",순천대학교,공통장학생(국가유공자및자녀),대학교,장학금,기타, - 061-750-3061,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음"," - 직전학기 성적 평점평균 1.75이상  (단, 본인은 성적제한 없음)",, - 등록금 전액, - 재학생 중 국가유공자 및 자녀인 학생,, - 2020-04-29 ~ 2020-05-08,,, - 신규 신청자에 한함,, - 대학수업료등 면제대상자증명서(보훈청 발급) * 교내장학금으로 학교 홈페이지 장학 게시판 참고 필수
"2,025",순천대학교,공통장학생(장애학생),대학교,장학금,장애인, - 061-750-3061,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생,박사과정,석사2학기이상,석사신입생(1학기)","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", * 학부생: 성적과 관계없이 신청가능 * 대학원생: 평점평균 3.0 이상,, * 학부생 - 장애의 정도가 심한 장애인 : 등록금 전액 - 장애의 정도가 심하지 않은 장애인 : 수업료Ⅱ 상당 금액 * 대학원 - 장애의 정도가 심한 장애인 : 수업료Ⅱ 상당 금액 - 장애의 정도가 심하지 않은 장애인 : 수업료Ⅰ 상당 금액, - 재학생 중 장애를 가진 학생,, - 2020-04-29 ~ 2020-05-08,,,,, - 장애학생 : 장애증명서 또는 복지카드(사본) * 교내장학으로 학교홈페이지 장학 게시판 참고 필수
"2,026",우송대학교,가족장학금,대학교,장학금,기타, - 042-630-9643,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적 평점평균 2.0이상 * 신·편입생은 성적 미반영,," - 1인당 300,000원"," - 가족관계상 형제, 자매, 남매, 부자, 부녀, 모자, 모녀, 부부 등으로서 2인 이상이 현재 우송대학교 학부에 재학 중인 자",, - 2020-04-27 ~ 2020-05-08 17:00까지,,, - 초과학기자(수료 및 졸업유예 포함) - 휴학생 및 졸업생 - 계약학과 학생 - 대학원생 및 우송정보대학 학생,," - 우송가족장학금 신청서 - 가족관계증명서 (부모님 기준) - 통장사본(신·편입생 해당자) * 제출처 : 스캔 후 이메일 제출 * 교내장학금으로, 자세한 내용은 우송대학교 장학게시판 참고"
"2,027",우송대학교,우송지역사랑장학금,대학교,장학금,기타, - 042-630-9643,"4년제(5~6년제포함),특정대학","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",,," - 1학기당 1,000,000원", - 2020학년도 1학기 우송대학교 재학생  - 기숙사 신청시 장학금을 신청하여 선발대상자로 안내받은 학생, - 대전지역 외 거주자(원거리 지역학생 중 학교 주변 원룸에 거주 예정인 재학생), - 2020-02-08 ~ 2020-02-11 18:00까지, - 거리(60%)와 성적(40%)을 환산하여 선발, - O명,,," - 장학금 신청서 - 임대차계약서(원본) * 임대차계약서가 부모님 명의인 경우, 가족관계증명서를 반드시 추가 제출 - 주민등록등본 또는 초본(대전 동구 전입신고 확인용) * 발급일(기준일)은 1학기 개강일인 3월 4일 이후 이어야 함"
"2,028",전주대학교,장학사정관제장학금,대학교,장학금,기타,,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적 평점평균이 2.0이상 및 취득학점 12학점 이상인 자,," - 1,000,000원 (단, 수업료를 초과하지 않는 범위 내에서 지급)"," - 가계곤란 증빙서류 제출할수 있는 본교 재학생 - 부모의 사망, 부도 및 파산 등으로 인해 긴급 가계곤란 상황발생으로 학비조달이 어려운 학생 - 지속적인 기초생활수급자 및 기타사항으로 학비조달이 어려운 학생",, - 2019-09-30 ~ 2019-10-16 18:00까지, - 장학사정관 평가위원심의, - 50명 내외,,," - 장학금신청서 및 상담일지 (상담자 : 학과교수 또는 학과장) - 가족관계증명서 및 개인정보활용동의서 (본인, 부, 모 각 1부) - 가계곤란 증빙서류 (개별해당서류제출) * 그 외 자세한 사항은 첨부파일 참고 * 교내장학금으로 학생지원실 방문제출"
"2,029",전주대학교,목회자(자녀)장학금,대학교,장학금,기타, - 063) 220-3130,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 목회자장학금 : 직전학기(2019-1) 취득학점 12학점 이상 및 평점평균 3.0이상인 자 - 기독교 목회자 자녀장학금 : 직전학기(2018-1) 취득학점 12학점 이상 및 평점평균 2.5이상인 자, - 국가장학금 신청자로서 소득분위 8분위 이내인 자," - 목회자장학금 : 1인당 1,000,000원 - 기독교목회자자녀장학금 : 1인당 500,000원"," - 국가장학금신창자 - 목회자장학금 : 우리대학 재학생으로 본인이 ‘목사, 전도사’로 사역 중인 자 - 기독교목회자자녀장학금 : 우리대학 재학생으로서 부모님이 ‘목사’로 사역 중인 자",, - 2020-01-06 ~ 2020-02-03,, - 기독교 목회자 장학생 : 해당자 - 기독교 목회자 자녀 장학생 : 100명 내외,,," - 노회(지방, 시찰, 기타)발행 재직증명서 (전도사의 경우 교회 발행 재직증명서)  - 주민등록등본 또는 가족관계증명서 - 목회자(자녀) 장학금 신청서 - 교회 주보 1부(최근 3주 이내)"
"2,030",전주대학교,가족장학금,대학교,장학금,기타, - 063-220-2167,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 취득학점 12학점 이상 및 직전학기 평균평점 2.5 이상인 자  * 신입생 첫 학기 성적 미적용,, - 수업료 40% 지급 * 수업료 범위내에서 타 장학금과 중복지급 가능," - 가족(부모, 형제, 자매, 배우자) 2명 이상이 전주대학교(일반대학원 포함)에 재학 중일 때 학부생 1명에게 장학금 지급 - 등록을 한 후 휴학한 자 (기등록자) 지급가능",, - 2020-04-20 ~ 2020-05-22 17:00까지,,, - 미등록자 및 졸업자 - 정규학기 초과자 - 성적기준 미달인 자,," - 개인정보동의서 - 부 또는 모 명의의 가족관계증명서 * 교내장학금으로, 홈페이지 내 공고 필수 확인"
"2,031",전주대학교창업지원단,창업마일리지장학금,대학교,장학금,기타, - 전주대학교 창업지원단 063) 220-2848,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 취득학점 12학점 이상 및 평균평점 2.5이상(복학생은 휴학 직전 학기의 성적을 반영),, - 40만원 ~ 최대 120만원 (신청한 장학금 포인트에 따라 지급) * 1마일리지당 4만원으로 10점이상부터 장학금 신청 가능 * 등록금외로 개인통장 지급, * 전주대학교 정규학기 재학생 중 아래 중 하나 이상 해당하는 자. - 재학 중 창업한 자 - 창업지원단에서 운영하는 창업강좌를 수강한 자 - 기타 창업지원단 사업 또는 대내외 창업관련 행사에 참여한 자,, - 2019. 05. 31 ~ 2019. 06. 06,,,,, - 전주대학교 인스타 홈페이지 로그인 후 상단 메뉴창업 탭을 클릭하여 사업참여이력 내 누적 창업마일리지를 확인 후 신청포인트와 통장사본을 첨부하여 온라인 신청 - 미 입력된 마일리지가 있을 경우 해당 활동 내용을 증빙할 수 있는 서류를 첨부하여 창업마일리지 등록
"2,032",한성대학교,형제자매장학생,대학교,장학금,기타, - 한성대학교 홈페이지 Q&A신청,특정대학,"대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전학기 성적 평점평균 1.88이상,," - 형제자매중 1인에게 1,000,000원(수업료범위내)", - 한성대학교 본교에 재학 중인 형제·자매 관계인 2명 이상이 재학하는 경우,, - 2020-05-21 ~ 2020-06-04 17:00까지,,, - 휴학생 제외,," * 교내장학금으로, 홈페이지 내 공고 확인 필수 - 형제자매장학금 신청서 - 가족관계증명서"
"2,033",한성대학교,문헌정보학부교수장학생,대학교,장학금,기타, - 02-760-4087,"4년제(5~6년제포함),특정대학","대학3학기,대학4학기,대학5학기,대학6학기,대학7학기","인문계열,특정학과",,," - 500,000원", - 지식정보학부 3~7학기 재학생,, - 2019-09-02 ~ 2019-09-27,, - 4명,,, - 성적증명서 - 학업계획서 (첨부 양식을 사용하여 자유롭게 작성하세요. 분량제한X)
"2,034",한성대학교,한성사랑장학생,대학교,장학금,기타,02-760-5602,특정대학,대학신입생,"공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",,, - 수업료 50%," - 소년, 소녀 가장, 기초생활보호대상자, 본인장애등급 1~3등급인 자",,17. 3. 13(월)~ 24(금) 17:00,,,,,* 교내장학금으로 신청시 학교 장학 담당자에게 문의 필수. - 신입학 장학금 서약서  - 주민등록등본 - 수급자증명서(기초수급자해당자) - 장애우증명서(해당자) - 신입학장학금 서약서*제출처 : 장학복지팀(창의관 1층) 02-706-5602
"2,035",한성대학교,한성가족장학생,대학교,장학금,지역연고, - 02-760-5602,특정대학,대학신입생,"공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음",,, - 입학금 전액 , - 한성여고 졸업생,, - 2020-03-11 ~ 2020-03-27,,,,,* 교내장학금으로 신청시 학교 장학 담당자에게 문의 필수. - 재학증명서 - 한성여고 졸업증명서 - 신입학 장학금 서약서
"2,036",한성대학교,장애학생복지장학금,대학교,장학금,기타, - 한성대학교 홈페이지 Q&A,"4년제(5~6년제포함),특정대학","대학2학기,대학3학기,대학4학기,대학5학기,대학6학기,대학7학기,대학8학기이상,대학신입생","공학계열,교육계열,사회계열,예체능계열,의약계열,인문계열,자연계열,제한없음", - 직전 학기 성적 평균 평점 1.88 이상,, - 장애 정도가 심한 자 : 수업료 70% - 장애 정도가 심하지 않은 자 : 수업료 50% , - 한성대학교 본교에 재학 중인 학생으로서 장애인복지법에 의거 장애인으로 등록된 자,, - 2020-05-21 ~ 2020-06-04 17:00까지,,, - 초과학기생,, - 장애학생복지장학금 신청서 - 장애복지카드 사본이나 장애인임을 증명할 수 있는 서류 * 교내장학으로 한성대학교 장학팀에 문의 필수
